RowID,OrderID,OrderDate,CustomerID,City,PostalCode,ProductID,ProductName,Sales,Quantity,Discount,Profit,Price
72,CA-2021-114440,2021-09-14,TB-21520,Jackson,49201,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2' x 3 3/16'",19.05,3,0,8.763,19.05
73,US-2019-134026,2019-04-26,JE-15745,Memphis,38109,FUR-CH-10000513,High-Back Leather Manager's Chair,831.94,8,0.2,-114.3912,1039.92
74,US-2019-134026,2019-04-26,JE-15745,Memphis,38109,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36' x 48'",97.04,2,0.2,1.213,121.3
75,US-2019-134026,2019-04-26,JE-15745,Memphis,38109,OFF-ST-10004123,Safco Industrial Wire Shelving System,72.78,1,0.2,-18.196,90.98
76,US-2021-118038,2021-12-09,KB-16600,Houston,77041,OFF-BI-10004182,Economy Binders,1.25,3,0.8,-1.9344,6.24
77,US-2021-118038,2021-12-09,KB-16600,Houston,77041,FUR-FU-10000260,"6' Cubicle Wall Clock, Black",9.71,3,0.6,-5.8248,24.27
78,US-2021-118038,2021-12-09,KB-16600,Houston,77041,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,34.05
79,US-2018-147606,2018-11-26,JE-15745,Houston,77070,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,48.25
80,CA-2020-127208,2020-06-12,SC-20770,Decatur,35601,OFF-AP-10002118,1.7 Cubic Foot Compact 'Cube' Office Refrigerators,208.16,1,0,56.2032,208.16
81,CA-2020-127208,2020-06-12,SC-20770,Decatur,35601,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352,16.74
82,CA-2018-139451,2018-10-12,DN-13690,San Francisco,94122,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172,14.9
83,CA-2018-139451,2018-10-12,DN-13690,San Francisco,94122,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031,21.39
84,CA-2019-149734,2019-09-03,JC-16105,Durham,27707,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2,62.8075,251.23
85,US-2021-119662,2021-11-13,CS-12400,Chicago,60623,OFF-ST-10003656,Safco Industrial Wire Shelving,230.38,3,0.2,-48.9549,287.97
86,CA-2021-140088,2021-05-28,PO-18865,Columbia,29203,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156,301.96
87,CA-2021-155558,2021-10-26,PG-18895,Rochester,55901,TEC-AC-10001998,Logitech?LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,6.7966,19.99
88,CA-2021-155558,2021-10-26,PG-18895,Rochester,55901,OFF-LA-10000134,Avery 511,6.16,2,0,2.9568,6.16
89,CA-2020-159695,2020-04-05,GM-14455,Houston,77095,OFF-ST-10003442,Eldon Portable Mobile Manager,158.37,7,0.2,13.8572,197.96
90,CA-2020-109806,2020-09-17,JS-15685,Los Angeles,90036,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.633,20.1
91,CA-2020-109806,2020-09-17,JS-15685,Los Angeles,90036,TEC-PH-10004093,Panasonic Kx-TS550,73.58,2,0.2,8.2782,91.98
92,CA-2020-109806,2020-09-17,JS-15685,Los Angeles,90036,OFF-PA-10000304,Xerox 1995,6.48,1,0,3.1104,6.48
93,CA-2019-149587,2019-01-31,KB-16315,Minneapolis,55407,OFF-PA-10003177,Xerox 1999,12.96,2,0,6.2208,12.96
94,CA-2019-149587,2019-01-31,KB-16315,Minneapolis,55407,FUR-FU-10003799,Seth Thomas 13 1/2' Wall Clock,53.34,3,0,16.5354,53.34
95,CA-2019-149587,2019-01-31,KB-16315,Minneapolis,55407,OFF-BI-10002852,Ibico Standard Transparent Covers,32.96,2,0,16.1504,32.96
96,US-2021-109484,2021-11-06,RB-19705,Portland,97206,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,0.7,-3.788,18.94
97,CA-2021-161018,2021-11-09,PN-18775,New York City,10009,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426,96.53
98,CA-2021-157833,2021-06-17,KD-16345,San Francisco,94122,OFF-BI-10001721,Trimflex Flexible Post Binders,51.31,3,0.2,17.9592,64.14
99,CA-2020-149223,2020-09-06,ER-13855,Saint Paul,55106,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852,77.88
100,CA-2020-158568,2020-08-29,RB-19465,Chicago,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.6184,80.78
101,CA-2020-158568,2020-08-29,RB-19465,Chicago,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,0.2,-10.7973,119.97
102,CA-2020-158568,2020-08-29,RB-19465,Chicago,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.79,3,0.8,-3.0396,8.94
103,CA-2020-129903,2020-12-01,GZ-14470,Rochester,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208,23.92
104,US-2019-156867,2019-11-13,LC-16870,Aurora,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,238.9,6,0.2,-26.8758,298.62
105,US-2019-156867,2019-11-13,LC-16870,Aurora,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,127.95
106,US-2019-156867,2019-11-13,LC-16870,Aurora,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3' Capacity, Black, 1040 sheets",36.88,3,0.7,-25.8174,122.94
107,CA-2021-119004,2021-11-23,JM-15250,Charlotte,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11,8,0.2,17.6016,92.64
108,CA-2021-119004,2021-11-23,JM-15250,Charlotte,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,27.99,1,0.2,2.0994,34.99
109,CA-2021-119004,2021-11-23,JM-15250,Charlotte,28205,OFF-AR-10000390,Newell Chalk Holder,3.3,1,0.2,1.0738,4.13
110,CA-2019-129476,2019-10-15,PA-19060,Orland Park,60462,TEC-AC-10000844,Logitech?Gaming G510s - Keyboard,339.96,5,0.2,67.992,424.95
111,CA-2021-146780,2021-12-25,CV-12805,New York City,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,41.96,2,0,10.9096,41.96
112,CA-2020-128867,2020-11-03,CL-12565,Urbandale,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788,75.96
113,CA-2020-128867,2020-11-03,CL-12565,Urbandale,50322,OFF-BI-10003981,Avery Durable Plastic 1' Binders,27.24,6,0,13.3476,27.24
114,CA-2018-115259,2018-08-25,RC-19960,Columbus,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",40.1,14,0.2,14.5348,50.12
115,CA-2018-115259,2018-08-25,RC-19960,Columbus,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652,5.9
116,CA-2018-115259,2018-08-25,RC-19960,Columbus,43229,OFF-PA-10004965,Xerox 1921,23.98,3,0.2,7.4925,29.97
117,CA-2018-115259,2018-08-25,RC-19960,Columbus,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6,0.2,44.0316,163.08
118,CA-2019-110457,2019-03-02,DK-13090,Seattle,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,787.53,3,0,165.3813,787.53
119,US-2019-136476,2019-04-05,GG-14650,Bristol,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,157.79,1,0.7,-115.7156,525.98
120,CA-2020-103730,2020-06-12,SC-20725,Wilmington,19805,FUR-FU-10002157,Artistic Insta-Plaque,47.04,3,0,18.3456,47.04
121,CA-2020-103730,2020-06-12,SC-20725,Wilmington,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878,30.84
122,CA-2020-103730,2020-06-12,SC-20725,Wilmington,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,226.56
123,CA-2020-103730,2020-06-12,SC-20725,Wilmington,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759,115.02
124,CA-2020-103730,2020-06-12,SC-20725,Wilmington,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316,68.04
125,US-2018-152030,2018-12-26,AD-10180,Houston,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,600.56,3,0.3,-8.5794,857.94
126,US-2018-134614,2018-09-20,PF-19165,Bloomington,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,1235.4
127,US-2021-107272,2021-11-05,TS-21610,Phoenix,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",2.39,2,0.7,-1.8308,7.96
128,US-2021-107272,2021-11-05,TS-21610,Phoenix,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,0.2,30.499,304.99
129,US-2020-125969,2020-11-06,LS-16975,Los Angeles,90004,FUR-CH-10001146,"Global Task Chair, Black",81.42,2,0.2,-9.1602,101.78
130,US-2020-125969,2020-11-06,LS-16975,Los Angeles,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416,238.56
131,US-2021-164147,2021-02-02,DW-13585,Columbus,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994,99.95
132,US-2021-164147,2021-02-02,DW-13585,Columbus,43229,OFF-PA-10002377,Xerox 1916,78.3,2,0.2,29.364,97.88
133,US-2021-164147,2021-02-02,DW-13585,Columbus,43229,OFF-FA-10002780,Staples,21.46,9,0.2,6.9732,26.82
134,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-PA-10001804,Xerox 195,20.04,3,0,9.6192,20.04
135,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-PA-10001736,Xerox 1880,35.44,1,0,16.6568,35.44
136,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456,11.52
137,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-FA-10002988,Ideal Clamps,4.02,2,0,1.9698,4.02
138,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-BI-10004781,GBC Wire Binding Strips,76.18,3,0.2,26.6616,95.22
139,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,65.88,6,0,18.4464,65.88
140,CA-2020-145583,2020-10-13,LC-16885,Roseville,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,43.12,14,0,20.6976,43.12
141,CA-2020-110366,2020-09-05,JD-15895,Philadelphia,19140,FUR-FU-10004848,Howard Miller 13-3/4' Diameter Brushed Chrome Round Wall Clock,82.8,2,0.2,10.35,103.5
142,CA-2021-106180,2021-09-18,SH-19975,San Francisco,94122,OFF-AR-10000940,Newell 343,8.82,3,0,2.3814,8.82
143,CA-2021-106180,2021-09-18,SH-19975,San Francisco,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,10.86,3,0,5.1042,10.86
144,CA-2021-106180,2021-09-18,SH-19975,San Francisco,94122,OFF-PA-10004327,Xerox 1911,143.7,3,0,68.976,143.7
145,CA-2021-155376,2021-12-22,SG-20080,Independence,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.2518,839.43
146,CA-2019-110744,2019-09-07,HA-14920,Pasadena,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,671.93,7,0,20.1579,671.93
147,CA-2018-110072,2018-10-22,MG-17680,Newark,43055,FUR-FU-10000521,Seth Thomas 14' Putty-Colored Wall Clock,93.89,4,0.2,12.9096,117.36
148,CA-2020-114489,2020-12-05,JE-16165,Franklin,53132,TEC-PH-10000215,Plantronics Cordless?Phone Headset?with In-line Volume - M214C,384.45,11,0,103.8015,384.45
149,CA-2020-114489,2020-12-05,JE-16165,Franklin,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988,149.97
150,CA-2020-114489,2020-12-05,JE-16165,Franklin,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552,1951.84
151,CA-2020-114489,2020-12-05,JE-16165,Franklin,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285,171.55
152,CA-2020-158834,2020-03-13,TW-21025,Scottsdale,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,197.4
153,CA-2020-158834,2020-03-13,TW-21025,Scottsdale,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded?Headset,203.18,2,0.2,15.2388,253.98
154,CA-2019-124919,2019-05-31,SP-20650,San Jose,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271,58.38
155,CA-2019-124919,2019-05-31,SP-20650,San Jose,95123,OFF-PA-10002254,Xerox 1883,105.52,4,0,48.5392,105.52
156,CA-2019-124919,2019-05-31,SP-20650,San Jose,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288,80.88
157,CA-2019-118948,2019-05-28,NK-18490,Seattle,98105,OFF-AR-10001547,Newell 311,6.63,3,0,1.7901,6.63
158,CA-2018-104269,2018-03-01,DB-13060,Seattle,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,457.57,2,0.2,51.4764,571.96
159,CA-2020-114104,2020-11-20,NP-18670,Edmond,73034,OFF-LA-10002475,Avery 519,14.62,2,0,6.8714,14.62
160,CA-2020-114104,2020-11-20,NP-18670,Edmond,73034,TEC-PH-10004536,Avaya 5420 Digital phone,944.93,7,0,236.2325,944.93
161,CA-2020-162733,2020-05-11,TT-21070,Los Angeles,90045,OFF-PA-10002751,Xerox 1920,5.98,1,0,2.691,5.98
162,CA-2019-119697,2019-12-28,EM-13960,Philadelphia,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,54.38,2,0.2,1.3596,67.98
163,CA-2020-154508,2020-11-16,RD-19900,Carlsbad,88220,OFF-EN-10001990,Staple envelope,28.4,5,0,13.348,28.4
164,CA-2020-113817,2020-11-07,MJ-17740,Seattle,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688,34.6
165,CA-2018-139892,2018-09-08,BM-11140,San Antonio,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,9.94,3,0.2,2.7324,12.42
166,CA-2018-139892,2018-09-08,BM-11140,San Antonio,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8,0.4,-1359.992,13599.92
